author,gender,pseudonym,title,title_en,subtitle,sep_edition,source,city,year_begin,genre,characters,narration,file_name,main_genre,general_genre,POS_title,title_length,canon_status,genre1,genre2,genre3,genre4,genre5
"Нарежный, Василий Трофимович",мужской,0,Бурсак,The Seminary Student,Малоросская повесть,1,Отд. изд.,Москва,1824,авантюрный,"духовенство, дворяне",1 лицо,narezhnyj_v_bursak_1824.xml,авантюрный,приключенческий,NOUN,1,1,плутовской,исторический,сатирический,бытовой,нравоописательный
"Нарежный, Василий Трофимович",мужской,0,"Черный год, или Горские князья","The Black Year, or The Mountain Princes",Сочинение Василия Нарежного,1,Отд. изд.,Москва,1829,"плутовской роман, авантюрный, сатира, осетины, кавказцы",,,,плутовской,приключенческий,NOUN NOUN CONJ ADJF NOUN,5,0,,,,,
"Нарский, С.",мужской,1,Железнодорожные громилы,Railway Thugs,Роман из современной жизни С. Нарского.,0,Петербургский листок,,1901,"криминальный, уголовники",,3 лицо,,криминальный,криминальный,ADJF NOUN,2,0,,,,,
"Нарский, С.",мужской,1,На каторгу,To Hard Labour,Роман из современной жизни А. Д. Янова.,0,Петербургский листок,,1902,криминальный,криминальный мир,3 лицо,,криминальный,криминальный,PREP NOUN,2,0,,,,,
"Невежин, Пётр Михайлович",мужской,0,Приманка,The Lure,Роман,1,Отд. изд.,Москва,1898,социально-психологический,разночинцы,3 лицо,,социально-психологический,социально-психологический,NOUN,1,0,,,,,
"Невежин, Пётр Михайлович",мужской,0,Озлобленные,The Embittered,Роман,1,Отд. изд.,Москва,1902,социально-психологический,дворяне,3 лицо,,социально-психологический,социально-психологический,PRTF,1,0,,,,,
"Невежин, Пётр Михайлович",мужской,0,Знаменитость,The Celebrity,Роман,1,Отд. изд.,Москва,1899,"социально-психологический, музыканты",,,,социально-психологический,социально-психологический,NOUN,1,0,,,,,
"Недолин, М.А.",мужской,1,Не в ту силу,Not by That Power,роман,1,Отд. изд. (СС),Киев,1879,социально-психологический,дворяне,3 лицо,,социально-психологический,социально-психологический,PRCL PREP ADJF NOUN,4,0,,,,,
"Неелова, Наталья Алексеевна",женский,0,"Лейнард и Термилия, или Злосчастная судьба даух любовников","Leinard and Termilia, or The Wretched Fate of Two Lovers",Сочинение девицы Н. Н.; Иждивением Н. Новикова и Компании,1,Отд. изд.,Москва,1784,сентиментальная повесть,"? (молодой и богатый человек, дочь богатой вдовы)",3 лицо,neelova_n_lejnard_i_termiliya_ili_zloschastnaya_sudba_daukh_lyubovnikov_1784.xml,сентиментальный,любовный,NOUN CONJ NOUN CONJ ADJF NOUN NOUN NOUN,8,0,сентиментальный,любовный,нравоучительный,,
Неженатый Серафим,мужской,1,От поцелуя к поцелую,From Kiss to Kiss,Роман,1,Отд. изд.,Санкт-Петербург,1872,сатирический роман,чиновники,3 лицо,,сатирический,юмористический,PREP NOUN PREP NOUN,4,0,,,,,
"Некрасов, Николай Алексеевич",мужской,0,Жизнь и похождения Тихона Тростникова,The Life and Adventures of Tikhon Trostnikov,"Эпизод из жизни сотрудника газеты, знаменитой замысловатостью эпиграфа, — рассказанный коротким его приятелем",0,Отечественные записки,,1843,"социально-психологический, разночинцы",,1 лицо,nekrasov_n_zhizn_i_pokhozhdeniya_tikhona_trostnikova_1843.xml,социально-психологический,социально-психологический,NOUN CONJ NOUN NOUN ADJS,5,0,социально-психологический,,,,
