author,gender,pseudonym,title,title_en,subtitle,year_begin,source,sep_edition,city,genre,characters,narration,main_genre,general_genre,POS_title,title_length,canon_status,genre1,genre2,genre3,genre4,genre5
"Мердер (Северин), Надежда Ивановна",женский,1,Фамильная хроника Воротынцевых,The Vorotyntsev Family Chronicle,,1891,Исторический вестник,0,,историко-нравственный роман,"дворяне, крестьяне",3 лицо,исторический,исторический,ADJF NOUN NOUN,3,0,исторический,семейный,хроникальный,нравоописательный,
"Салиас, Евгений Андреевич",мужской,1,Граф Тятин-Балтийский,Count Tyatin-Baltiisky,Историческая повесть XVIII века,1891,Отд. изд. (СС),1,Москва,"историческая повесть, xviii в.",,,исторический,исторический,NOUN ADJF,2,0,,,,,
"Салиас, Евгений Андреевич",мужской,1,Ведунья,The Wise Woman,Исторический роман в 2 частях,1891,Отд. изд. (СС),1,Москва,"исторический роман, xviii в.",,3 лицо,исторический,исторический,NOUN,1,0,исторический,мистический,этнографический,фольклорный,
"Окрейц, Станислав Станиславович",мужской,0,Кто виноват?,Who Is to Blame?,роман в 2-х частях,1891,Отд. изд.,1,Санкт-Петербург,,,,,,NPRO ADJS,2,0,,,,,
"Салиас, Евгений Андреевич",мужской,1,Филозоф,The Philosopher,историческая повесть,1891,Отд. изд. (СС),1,Санкт-Петербург,"историческая повесть, xviii в.",,3 лицо,исторический,исторический,NOUN,1,0,исторический,философский,идеологический,бытовой,
"Волконский, Михаил Николаевич",мужской,0,Мальтийская цепь,The Maltese Chain,Исторический роман Кн. М.Н. Волконского,1891,"Ежемесячные литературные приложения к журналу ""Нива""",0,,"историко-авантюрный роман, неофициальная история",,3 лицо,исторический,исторический,ADJF NOUN,2,0,исторический,авантюрный,приключенческий,политический,
"Гейнце, Николай Эдуардович",мужской,0,Малюта Скуратов,Malyuta Skuratov,Исторический роман в 2-х частях,1891,Отд. изд.,1,Санкт-Петербург,исторический,аристократы,3 лицо,исторический,исторический,NOUN NOUN,2,0,исторический,биографический,авантюрный,политический,
"Соколова, Александра Ивановна",женский,0,Беспросветная тьма,Impenetrable Darkness,Роман,1891,Петербургский листок,0,,,,3 лицо,,,ADJF NOUN,2,0,,,,,
"Стахеев, Дмитрий Иванович",мужской,0,Обновленный храм,The Renewed Temple,повесть,1891,Русский вестник,0,,социально-психологический,купцы/промышленники,,социально-психологический,социально-психологический,PRTF NOUN,2,0,,,,,
"Мещерский, Владимир Петрович",мужской,0,Святоши большого света,Hypocrites of High Society,этюд,1891,Отд. изд.,1,Санкт-Петербург,сатирический роман,,,сатирический,юмористический,NOUN ADJF NOUN,3,0,,,,,
